Title,Date,Type,Total Sales,Location,URL
Art Contemporain - Vente du Jour,6-Dec,LIVE AUCTION ,"EUR 4,889,750",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-jour-27304/
European Sculpture,6-Dec,LIVE AUCTION ,"GBP 1,341,625",LONDON,https://www.christies.com/en/auction/european-sculpture-27031/
Art Contemporain - Vente du Soir,5-Dec,LIVE AUCTION ,"EUR 16,557,250",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-soir-27303/
Gold Boxes,5-Dec,LIVE AUCTION ,"GBP 1,427,875",LONDON,https://www.christies.com/en/auction/gold-boxes-27599/
Interiors: Including Ski Posters and a Collection of bronzes by Dylan Lewis,28-Nov,LIVE AUCTION ,"GBP 2,112,875",LONDON,https://www.christies.com/en/auction/interiors-including-ski-posters-and-a-collection-of-bronzes-by-dylan-lewis-27620/
Dear Monsieur Monet,26-Nov,LIVE AUCTION ,"HKD 85,460,000",HONG KONG,https://www.christies.com/en/auction/dear-monsieur-monet-27512/
Modern British Art Online,17 – 24 November,ONLINE AUCTION ,"GBP 1,164,125",LONDON,https://onlineonly.christies.com/sso?SaleID=27473&SaleNumber=15666
British Impressionism Day Sale,23-Nov,LIVE AUCTION ,"GBP 988,125",LONDON,https://www.christies.com/en/auction/british-impressionism-day-sale-27454/
Modern British & Irish Art Day Sale,23-Nov,LIVE AUCTION ,"GBP 3,578,125",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-26973/
British Impressionism Evening Sale,22-Nov,LIVE AUCTION ,"GBP 4,959,750",LONDON,https://www.christies.com/en/auction/british-impressionism-evening-sale-27455/
Latin American Art,21 – 22 November,LIVE AUCTION ,"USD 16,633,500",NEW YORK,https://www.christies.com/en/auction/latin-american-art-26834/
Modern British & Irish Art Evening Sale,22-Nov,LIVE AUCTION ,"GBP 13,320,750",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-26972/
American Art,21-Nov,LIVE AUCTION ,"USD 34,131,500",NEW YORK,https://www.christies.com/en/auction/american-art-26902/
American Art Online,14 – 21 November,ONLINE AUCTION ,"USD 3,569,000",ONLINE,https://onlineonly.christies.com/sso?SaleID=26904&SaleNumber=14317
Latin American Art Online,13 – 21 November,ONLINE AUCTION ,"USD 463,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27581&SaleNumber=15967
Art as Jewellery,9 – 16 November,ONLINE AUCTION ,"USD 414,375",ONLINE,https://onlineonly.christies.com/sso?SaleID=27190&SaleNumber=14937
Post-War & Contemporary Art Afternoon Session,16-Nov,LIVE AUCTION ,"USD 42,097,000",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-afternoon-session-27246/
Post-War & Contemporary Art Morning Session,16-Nov,LIVE AUCTION ,"USD 62,262,625",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-morning-session-27245/
"The Collector: Silver,19th Century Furniture, Sculpture & Works of Art",16-Nov,LIVE AUCTION ,"GBP 3,037,438",LONDON,https://www.christies.com/en/auction/the-collector-silver-19th-century-furniture-sculpture-works-of-art-26818/
Picasso Ceramics,8 – 15 November,ONLINE AUCTION ,"USD 1,418,125",ONLINE,https://onlineonly.christies.com/sso?SaleID=27176&SaleNumber=14922
Post-War & Contemporary Art Evening Sale,15-Nov,LIVE AUCTION ,"USD 785,942,250",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-evening-sale-27244/
"The Collector: English Furniture, Clocks & Works of Art",15-Nov,LIVE AUCTION ,"GBP 1,317,875",LONDON,https://www.christies.com/en/auction/the-collector-english-furniture-clocks-works-of-art-26815/
"The Collector: European Furniture, Works of Art & Ceramics",15-Nov,LIVE AUCTION ,"GBP 1,564,125",LONDON,https://www.christies.com/en/auction/the-collector-european-furniture-works-of-art-ceramics-26811/
Impressionist and Modern Art Day Sale,14-Nov,LIVE AUCTION ,"USD 35,836,125",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-27255/
Impressionist and Modern Art Works on Paper Sale,14-Nov,LIVE AUCTION ,"USD 15,116,625",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-works-on-paper-sale-27254/
Impressionist & Modern Art Evening Sale Including Property from The Collection of Nancy Lee and Perry R. Bass,13-Nov,LIVE AUCTION ,"USD 480,414,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-evening-sale-including-property-from-the-collection-of-nancy-lee-and-perry-r-bass-27253/
Photographies,10-Nov,LIVE AUCTION ,"EUR 1,111,875",PARIS,https://www.christies.com/en/auction/photographies-27307/
Stripped Bare: Photographs from the Collection of Thomas Koerfer,9-Nov,LIVE AUCTION ,"EUR 3,782,500",PARIS,https://www.christies.com/en/auction/stripped-bare-photographs-from-the-collection-of-thomas-koerfer-27305/
19th Century European Art,31-Oct,LIVE AUCTION ,"USD 6,098,750",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-27243/
Old Masters,31-Oct,LIVE AUCTION ,"USD 8,826,000",NEW YORK,https://www.christies.com/en/auction/old-masters-26844/
"Screen Star:Alexander Heinrici, Master Printer",17 – 26 October,ONLINE AUCTION ,"USD 223,625",ONLINE,https://onlineonly.christies.com/sso?SaleID=27257&SaleNumber=15008
"Middle Eastern, Modern and Contemporary Art",25-Oct,LIVE AUCTION ,"GBP 5,235,125",LONDON,https://www.christies.com/en/auction/middle-eastern-modern-and-contemporary-art-27485/
Prints and Multiples,24 – 25 October,LIVE AUCTION ,"USD 8,710,250",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-26923/
French & English Furniture from a Distinguished Private Collection,24-Oct,LIVE AUCTION ,"USD 3,202,750",NEW YORK,https://www.christies.com/en/auction/french-english-furniture-from-a-distinguished-private-collection-27223/
Art Moderne,20-Oct,LIVE AUCTION ,"EUR 10,365,251",PARIS,https://www.christies.com/en/auction/art-moderne-27292/
Paris Avant-Garde,19-Oct,LIVE AUCTION ,"EUR 38,669,750",PARIS,https://www.christies.com/en/auction/paris-avant-garde-27297/
"THE COLLECTOR: English and European Furniture, Works of Art & Ceramics & Silver",18-Oct,LIVE AUCTION ,"USD 3,936,125",NEW YORK,https://www.christies.com/en/auction/the-collector-english-and-european-furniture-works-of-art-ceramics-silver-27214/
MANHATTA,10 – 17 October,ONLINE AUCTION ,"USD 1,339,250",ONLINE,https://onlineonly.christies.com/sso?SaleID=27311&SaleNumber=15065
Swiss Art,17-Oct,LIVE AUCTION ,"CHF 6,843,875",ZÜRICH,https://www.christies.com/en/auction/swiss-art-27065/
"THE COLLECTOR: 19th Century Furniture, Sculpture, Works of Art, Ceramics & Silver",17-Oct,LIVE AUCTION ,"USD 2,332,500",NEW YORK,https://www.christies.com/en/auction/the-collector-19th-century-furniture-sculpture-works-of-art-ceramics-silver-27225/
MoMA: Pictorialism Into Modernism,5 – 12 October,ONLINE AUCTION ,"USD 436,500",ONLINE,https://onlineonly.christies.com/sso?SaleID=27450&SaleNumber=15578
MoMA: Henri Cartier-Bresson,5 – 11 October,ONLINE AUCTION ,"USD 316,375",ONLINE,https://onlineonly.christies.com/sso?SaleID=27446&SaleNumber=15574
Important Photographs from the Collection of Donald and Alice Lappé,10-Oct,LIVE AUCTION ,"USD 3,603,125",NEW YORK,https://www.christies.com/en/auction/important-photographs-from-the-collection-of-donald-and-alice-lapp-27598/
Photographs Including Property from the Museum of Modern Art,10-Oct,LIVE AUCTION ,"USD 3,321,500",NEW YORK,https://www.christies.com/en/auction/photographs-including-property-from-the-museum-of-modern-art-27227/
Visionaries: Photographs from the Emily and Jerry Spiegel Collection,10-Oct,LIVE AUCTION ,"USD 2,140,625",NEW YORK,https://www.christies.com/en/auction/visionaries-photographs-from-the-emily-and-jerry-spiegel-collection-26922/
Post-War and Contemporary Art Day Auction,7-Oct,LIVE AUCTION ,"GBP 23,548,250",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-26980/
Post-War and Contemporary Art Evening Auction,6-Oct,LIVE AUCTION ,"GBP 99,522,750",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-26979/
Thinking Italian,6-Oct,LIVE AUCTION ,"GBP 32,196,250",LONDON,https://www.christies.com/en/auction/thinking-italian-26978/
Masterpieces of Design & Photography,3-Oct,LIVE AUCTION ,"GBP 7,452,500",LONDON,https://www.christies.com/en/auction/masterpieces-of-design-photography-27516/
Up Close An Evening Auction,3-Oct,LIVE AUCTION ,"GBP 14,531,750",LONDON,https://www.christies.com/en/auction/up-close-an-evening-auction-27168/
Post-War & Contemporary Art,28-Sep,LIVE AUCTION ,"USD 15,985,000",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-26755/
The Collection of Paul F. Walter,21 – 28 September,ONLINE AUCTION ,"USD 1,267,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27601&SaleNumber=16002
The Collection of Paul F. Walter,26 – 27 September,LIVE AUCTION ,"USD 9,109,625",NEW YORK,https://www.christies.com/en/auction/the-collection-of-paul-f-walter-27519/
20th Century & Contemporary Art (Evening Sale),24-Sep,LIVE AUCTION ,"CNY 83,148,000",SHANGHAI,https://www.christies.com/en/auction/20th-century-contemporary-art-evening-sale-27128/
First Open | Shanghai,24-Sep,LIVE AUCTION ,"CNY 15,432,000",SHANGHAI,https://www.christies.com/en/auction/first-open-shanghai-27127/
Contemporary Edition,12 – 21 September,ONLINE AUCTION ,"USD 844,000",ONLINE,https://onlineonly.christies.com/sso?SaleID=27314&SaleNumber=15074
on paper | online,7 – 19 September,ONLINE AUCTION ,"GBP 318,875",LONDON,https://onlineonly.christies.com/sso?SaleID=27541&SaleNumber=15873
Prints and Multiples,19-Sep,LIVE AUCTION ,"GBP 3,608,125",LONDON,https://www.christies.com/en/auction/prints-and-multiples-26752/
TABLEAUX 1400 - 1900,19-Sep,LIVE AUCTION ,"EUR 2,099,625",PARIS,https://www.christies.com/en/auction/tableaux-1400-1900-27056/
UN AUTRE XXE SIECLE: LES ARTS DE LA FIGURATION 1900-1950,19-Sep,LIVE AUCTION ,"EUR 473,375",PARIS,https://www.christies.com/en/auction/un-autre-xxe-siecle-les-arts-de-la-figuration-1900-1950-27129/
First Open,15-Sep,LIVE AUCTION ,"GBP 2,786,562",LONDON,https://www.christies.com/en/auction/first-open-27477/
Avant-Garde: Photographs from the Shalom Shpilman Collection,5 – 14 September,ONLINE AUCTION ,"GBP 120,438",LONDON,https://onlineonly.christies.com/sso?SaleID=27624&SaleNumber=16041
"Front of House | Back of House, Christie's Staff Art Show",27 July – 8 August,ONLINE AUCTION ,"USD 55,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27532&SaleNumber=15857
First Open | Post-War & Contemporary Art,11 – 20 July,ONLINE AUCTION ,"USD 3,833,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27360&SaleNumber=15393
Contemporary Edition,11 – 19 July,ONLINE AUCTION ,"USD 1,345,562",ONLINE,https://onlineonly.christies.com/sso?SaleID=27021&SaleNumber=14543
19th Century European & Orientalist Art,13-Jul,LIVE AUCTION ,"GBP 4,850,000",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-26825/
"The Collection of Raine, Countess Spencer",13-Jul,LIVE AUCTION ,"GBP 1,905,938",LONDON,https://www.christies.com/en/auction/the-collection-of-raine-countess-spencer-26984/
"Victorian, Pre-Raphaelite and British Impressionist Art",11-Jul,LIVE AUCTION ,"GBP 3,663,875",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-and-british-impressionist-art-26823/
Old Masters Day Sale,7-Jul,LIVE AUCTION ,"GBP 3,158,750",LONDON,https://www.christies.com/en/auction/old-masters-day-sale-26698/
Old Masters Evening Sale,6-Jul,LIVE AUCTION ,"GBP 43,848,250",LONDON,https://www.christies.com/en/auction/old-masters-evening-sale-26697/
The Exceptional Sale 2017,6-Jul,LIVE AUCTION ,"GBP 11,589,500",LONDON,https://www.christies.com/en/auction/the-exceptional-sale-2017-26763/
Old Master & British Drawings & Watercolours,5-Jul,LIVE AUCTION ,"GBP 4,962,625",LONDON,https://www.christies.com/en/auction/old-master-british-drawings-watercolours-26988/
Impressionist & Modern: Online,20 – 30 June,ONLINE AUCTION ,"GBP 638,000",LONDON,https://onlineonly.christies.com/sso?SaleID=27491&SaleNumber=15714
Picasso Ceramics,19 – 29 June,ONLINE AUCTION ,"GBP 1,122,625",LONDON,https://onlineonly.christies.com/sso?SaleID=27490&SaleNumber=15713
Impressionist and Modern Art Day Sale,28-Jun,LIVE AUCTION ,"GBP 10,686,000",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-26832/
Impressionist and Modern Works on Paper,28-Jun,LIVE AUCTION ,"GBP 6,121,500",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-works-on-paper-26831/
Impressionist and Modern Art Evening Sale,27-Jun,LIVE AUCTION ,"GBP 149,500,000",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-26830/
Modern British & Irish Art Day Sale,27-Jun,LIVE AUCTION ,"GBP 6,098,375",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-26556/
Modern British & Irish Art Evening Sale,26-Jun,LIVE AUCTION ,"GBP 20,199,500",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-26555/
19th Century & Modern Art,13-Jun,LIVE AUCTION ,"EUR 2,307,875",AMSTERDAM,https://www.christies.com/en/auction/19th-century-modern-art-26780/
The former Kamerbeek Collection,12-Jun,LIVE AUCTION ,"EUR 2,505,775",AMSTERDAM,https://www.christies.com/en/auction/the-former-kamerbeek-collection-27464/
Art Contemporain Vente du jour,8-Jun,LIVE AUCTION ,"EUR 9,593,850",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-jour-26712/
Art Contemporain Vente du soir,7-Jun,LIVE AUCTION ,"EUR 16,904,500",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-soir-26711/
Latin American Art,24 – 25 May,LIVE AUCTION ,"USD 19,110,875",NEW YORK,https://www.christies.com/en/auction/latin-american-art-26533/
South Asian Modern + Contemporary Art,25-May,LIVE AUCTION ,"GBP 5,901,625",LONDON,https://www.christies.com/en/auction/south-asian-modern-contemporary-art-26742/
19th Century European Art,23-May,LIVE AUCTION ,"USD 6,373,375",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-26785/
American Art,23-May,LIVE AUCTION ,"USD 41,315,750",NEW YORK,https://www.christies.com/en/auction/american-art-26901/
Photographs,18-May,LIVE AUCTION ,"GBP 1,541,125",LONDON,https://www.christies.com/en/auction/photographs-26816/
Post-War and Contemporary Art Afternoon Session,18-May,LIVE AUCTION ,"USD 30,770,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-afternoon-session-26798/
Post-War and Contemporary Art Morning Session,18-May,LIVE AUCTION ,"USD 44,187,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-morning-session-26797/
Post-War and Contemporary Art Evening Sale,17-May,LIVE AUCTION ,"USD 448,062,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-sale-26796/
"The English Collector: English Furniture, Clocks, European Ceramics & Portrait Miniatures",17-May,LIVE AUCTION ,"GBP 1,799,250",LONDON,https://www.christies.com/en/auction/the-english-collector-english-furniture-clocks-european-ceramics-portrait-miniatures-26814/
Impressionist and Modern Art Day Sale,16-May,LIVE AUCTION ,"USD 21,749,500",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-26795/
Impressionist and Modern Art Works on Paper,16-May,LIVE AUCTION ,"USD 7,653,500",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-works-on-paper-26794/
Impressionist and Modern Art Evening Sale,15-May,LIVE AUCTION ,"USD 289,178,500",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-26793/
Milan Modern and Contemporary,27 – 28 April,LIVE AUCTION ,"EUR 13,319,624",MILAN,https://www.christies.com/en/auction/milan-modern-and-contemporary-26934/
The Exceptional Sale,28-Apr,LIVE AUCTION ,"USD 22,676,500",NEW YORK,https://www.christies.com/en/auction/the-exceptional-sale-26907/
Old Master Paintings and Sculpture,27-Apr,LIVE AUCTION ,"USD 3,393,250",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-and-sculpture-26748/
Old Masters,27-Apr,LIVE AUCTION ,"USD 32,762,250",NEW YORK,https://www.christies.com/en/auction/old-masters-26747/
Prints & Multiples,19 – 20 April,LIVE AUCTION ,"USD 5,415,375",NEW YORK,https://www.christies.com/en/auction/prints-multiples-26714/
Opulence,13-Apr,LIVE AUCTION ,"USD 3,800,750",NEW YORK,https://www.christies.com/en/auction/opulence-26762/
Post-War and Contemporary Art,11 – 12 April,LIVE AUCTION ,"EUR 7,733,112",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-26779/
Photographs Including Property Sold to Benefit the Elton John AIDS Foundation,6-Apr,LIVE AUCTION ,"USD 3,701,750",NEW YORK,https://www.christies.com/en/auction/photographs-including-property-sold-to-benefit-the-elton-john-aids-foundation-26921/
Portrait of a Collector: The John M. Bransten Collection of Photographs,6-Apr,LIVE AUCTION ,"USD 1,888,125",NEW YORK,https://www.christies.com/en/auction/portrait-of-a-collector-the-john-m-bransten-collection-of-photographs-27362/
Betsy Bloomingdale: A Life in Style,5-Apr,LIVE AUCTION ,"USD 2,032,125",NEW YORK,https://www.christies.com/en/auction/betsy-bloomingdale-a-life-in-style-27093/
First Open,5-Apr,LIVE AUCTION ,"GBP 2,883,375",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/first-open-26960/
Living with Art,28 – 29 March,LIVE AUCTION ,"USD 2,658,688",NEW YORK,https://www.christies.com/en/auction/living-with-art-26765/
Old Master & British Paintings,29-Mar,LIVE AUCTION ,"GBP 1,651,875",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-british-paintings-26760/
Prints & Multiples,29-Mar,LIVE AUCTION ,"GBP 4,030,812",LONDON,https://www.christies.com/en/auction/prints-multiples-26751/
Art Impressionniste et Moderne,24-Mar,LIVE AUCTION ,"EUR 10,801,725",PARIS,https://www.christies.com/en/auction/art-impressionniste-et-moderne-26782/
Atelier Degas,23-Mar,LIVE AUCTION ,"EUR 1,564,650",PARIS,https://www.christies.com/en/auction/atelier-degas-27313/
Modern British & Irish Art,23-Mar,LIVE AUCTION ,"GBP 1,928,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-irish-art-26557/
Oeuvres modernes sur papier,23-Mar,LIVE AUCTION ,"EUR 8,028,375",PARIS,https://www.christies.com/en/auction/oeuvres-modernes-sur-papier-26695/
Robert de Balkany Rome & the Côte d'Azur,22 – 23 March,LIVE AUCTION ,"GBP 15,441,312",LONDON,https://www.christies.com/en/auction/robert-de-balkany-rome-the-c-te-d-azur-26799/
Dessins anciens et du XIXe siècle,22-Mar,LIVE AUCTION ,"EUR 2,003,575",PARIS,https://www.christies.com/en/auction/dessins-anciens-et-du-xixe-si-cle-26735/
Handpicked: 100 Works Selected by the Saatchi Gallery,22-Mar,LIVE AUCTION ,"USD 741,000",NEW YORK,https://www.christies.com/en/auction/handpicked-100-works-selected-by-the-saatchi-gallery-27336/
Une collection française: Passion partagée d'un couple d'amateurs,22-Mar,LIVE AUCTION ,"EUR 3,661,375",PARIS,https://www.christies.com/en/auction/une-collection-fran-aise-passion-partag-e-d-un-couple-d-amateurs-26840/
"Victorian, Pre-Raphaelite & British Impressionist Art, Maritime Art, Sporting & Wildlife Art",22-Mar,LIVE AUCTION ,"GBP 1,045,750",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-maritime-art-sporting-wildlife-art-26898/
19th Century European Art,16-Mar,LIVE AUCTION ,"GBP 860,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-26952/
Handpicked: 100 Works Selected by the Saatchi Gallery,10-Mar,LIVE AUCTION ,"GBP 397,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/handpicked-100-works-selected-by-the-saatchi-gallery-27335/
Post War & Contemporary Art Day Auction,8-Mar,LIVE AUCTION ,"GBP 16,316,312",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-day-auction-26974/
Post War & Contemporary Art Evening Auction,7-Mar,LIVE AUCTION ,"GBP 96,384,000",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-evening-auction-26975/
Impressionist and Modern Art,3-Mar,LIVE AUCTION ,"GBP 1,985,438",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-and-modern-art-26667/
Post-War and Contemporary Art,3-Mar,LIVE AUCTION ,"USD 11,977,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-26636/
The Collection of Earl and Camilla McGrath,3-Mar,LIVE AUCTION ,"USD 2,002,625",NEW YORK,https://www.christies.com/en/auction/the-collection-of-earl-and-camilla-mcgrath-27320/
Contemporary Edition,1-Mar,LIVE AUCTION ,"USD 1,707,688",NEW YORK,https://www.christies.com/en/auction/contemporary-edition-27022/
Impressionist and Modern Art Day Sale,1-Mar,LIVE AUCTION ,"GBP 16,584,225",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-26633/
Impressionist and Modern Works on Paper,1-Mar,LIVE AUCTION ,"GBP 6,485,375",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-works-on-paper-26632/
Impressionist and Modern Art Evening Sale,28-Feb,LIVE AUCTION ,"GBP 94,306,000",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-26630/
The Art of the Surreal,28-Feb,LIVE AUCTION ,"GBP 42,568,598",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-26631/
Old Master Prints,25-Jan,LIVE AUCTION ,"USD 4,635,188",NEW YORK,https://www.christies.com/en/auction/old-master-prints-26775/
Old Master Drawings,24-Jan,LIVE AUCTION ,"USD 6,168,000",NEW YORK,https://www.christies.com/en/auction/old-master-drawings-26528/
Palmetto Hall: The Jay P. Altmayer Family Collection,19-Jan,LIVE AUCTION ,"USD 5,364,625",NEW YORK,https://www.christies.com/en/auction/palmetto-hall-the-jay-p-altmayer-family-collection-27015/
Topographical Pictures,15-Dec,LIVE AUCTION ,"GBP 7,702,625",LONDON,https://www.christies.com/en/auction/topographical-pictures-26165/
"Victorian, Pre-Raphaelite and British Impressionist Art",14-Dec,LIVE AUCTION ,"GBP 2,617,000",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-and-british-impressionist-art-26154/
19th Century European & Orientalist Art,13-Dec,LIVE AUCTION ,"GBP 2,274,375",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-26146/
Modern Art,13-Dec,LIVE AUCTION ,"EUR 2,359,812",AMSTERDAM,https://www.christies.com/en/auction/modern-art-25911/
Old Masters Day Sale,9-Dec,LIVE AUCTION ,"GBP 2,446,125",LONDON,https://www.christies.com/en/auction/old-masters-day-sale-26007/
Art Contemporain Vente du Jour,8-Dec,LIVE AUCTION ,"EUR 6,483,662",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-jour-26383/
Old Masters Evening Sale,8-Dec,LIVE AUCTION ,"GBP 12,224,500",LONDON,https://www.christies.com/en/auction/old-masters-evening-sale-26006/
Art Contemporain Vente du soir,7-Dec,LIVE AUCTION ,"EUR 10,140,250",PARIS,https://www.christies.com/en/auction/art-contemporain-vente-du-soir-26382/
From Ancient To Modern: A Distinguished Private Collection,7-Dec,LIVE AUCTION ,"GBP 4,894,125",LONDON,https://www.christies.com/en/auction/from-ancient-to-modern-a-distinguished-private-collection-26246/
Old Master Drawings and British Drawings and Watercolours,7-Dec,LIVE AUCTION ,"GBP 649,812",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-drawings-and-british-drawings-and-watercolours-26563/
Swiss Art,5-Dec,LIVE AUCTION ,"CHF 3,934,860",ZÜRICH,https://www.christies.com/en/auction/swiss-art-26662/
"Victorian, Pre-Raphaelite & British Impressionist Art, Maritime Art, Sporting & Wildlife Art",1-Dec,LIVE AUCTION ,"GBP 730,562",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-maritime-art-sporting-wildlife-art-26214/
Modern British & Irish Art Day Sale,24-Nov,LIVE AUCTION ,"GBP 3,322,875",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-26144/
Latin American Art,22 – 23 November,LIVE AUCTION ,"USD 22,761,500",NEW YORK,https://www.christies.com/en/auction/latin-american-art-26091/
Modern British & Irish Art Evening Sale,23-Nov,LIVE AUCTION ,"GBP 14,635,500",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-26143/
American Art,22-Nov,LIVE AUCTION ,"USD 36,728,000",NEW YORK,https://www.christies.com/en/auction/american-art-26089/
The Leslie Waddington Collection Part II,22-Nov,LIVE AUCTION ,"GBP 1,219,625",LONDON,https://www.christies.com/en/auction/the-leslie-waddington-collection-part-ii-26791/
Impressionist & Modern Art Day Sale,17-Nov,LIVE AUCTION ,"USD 22,289,625",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-26073/
Impressionist & Modern Art Works on Paper Sale,17-Nov,LIVE AUCTION ,"USD 10,540,625",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-works-on-paper-sale-26072/
"The English Collector: English Furniture, Clocks and Portrait Miniatures",17-Nov,LIVE AUCTION ,"GBP 1,616,688",LONDON,https://www.christies.com/en/auction/the-english-collector-english-furniture-clocks-and-portrait-miniatures-26164/
Impressionist & Modern Art Evening Sale,16-Nov,LIVE AUCTION ,"USD 246,344,500",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-evening-sale-26071/
Old Masters & 19th Century Art - including Dutch Impressionism,15 – 16 November,LIVE AUCTION ,"EUR 3,063,375",AMSTERDAM,https://www.christies.com/en/auction/old-masters-19th-century-art-including-dutch-impressionism-25910/
Post-War & Contemporary Art Afternoon Sale,16-Nov,LIVE AUCTION ,"USD 18,457,375",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-afternoon-sale-26083/
Post-War & Contemporary Art Morning Sale,16-Nov,LIVE AUCTION ,"USD 43,004,875",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-morning-sale-26082/
Post-War & Contemporary Art Evening Sale,15-Nov,LIVE AUCTION ,"USD 276,972,500",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-evening-sale-26081/
Photographies - Collection Claude Berri,12-Nov,LIVE AUCTION ,"EUR 820,750",PARIS,https://www.christies.com/en/auction/photographies-collection-claude-berri-26392/
Photographies,10-Nov,LIVE AUCTION ,"EUR 2,068,875",PARIS,https://www.christies.com/en/auction/photographies-26380/
Old Master and British Paintings,2-Nov,LIVE AUCTION ,"GBP 1,640,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-and-british-paintings-26211/
Post-War and Contemporary Art,1 – 2 November,LIVE AUCTION ,"EUR 7,794,238",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-25909/
Prints & Multiples featuring The Gilbert E. Kaplan Collection of Surrealist Prints,1 – 2 November,LIVE AUCTION ,"USD 10,372,188",NEW YORK,https://www.christies.com/en/auction/prints-multiples-featuring-the-gilbert-e-kaplan-collection-of-surrealist-prints-26128/
First Open | Editions,27-Oct,LIVE AUCTION ,"GBP 517,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/first-open-editions-25978/
19th Century European Art,26-Oct,LIVE AUCTION ,"USD 3,628,250",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-26070/
Old Masters,26-Oct,LIVE AUCTION ,"USD 4,388,625",NEW YORK,https://www.christies.com/en/auction/old-masters-26054/
